Sp	BOLD	GenBank
Hyles euphorbiae	GBGL42760-19	FR839529
Hyles euphorbiae	GBGL42737-19	FR839505
Hyles euphorbiae	GBGL42740-19	FR839508
Hyles euphorbiae	GBGL42747-19	FR839515
Hyles euphorbiae	GBGL42749-19	FR839517
Hyles euphorbiae	GBGL42752-19	FR839520
Hyles euphorbiae	GBGL42756-19	FR839525
Hyles euphorbiae	GBGL42757-19	FR839526
Hyles euphorbiae	GBGL42758-19	FR839527
Hyles euphorbiae	GBGL42762-19	FR839531
Hyles euphorbiae	GBGL42765-19	FR839534
Hyles euphorbiae	GBGL42766-19	FR839535
Hyles euphorbiae	GBGL42767-19	FR839536
Hyles euphorbiae	GBGL42768-19	FR839537
Hyles euphorbiae	GBGL42769-19	FR839538
Hyles euphorbiae	GBGL42770-19	FR839539
Hyles euphorbiae	GBGL42771-19	FR839540
Hyles euphorbiae	GBGL42772-19	FR839541
Hyles euphorbiae	GBGL42773-19	FR839542
Hyles euphorbiae	GBGL42774-19	FR839543
Hyles euphorbiae	GBGL42775-19	FR839544
Hyles euphorbiae	GBGL42777-19	FR839546
Hyles euphorbiae	GBGL42778-19	FR839548
Hyles euphorbiae	GBGL42780-19	FR839550
Hyles euphorbiae	GBGL42781-19	FR839551
Hyles euphorbiae	GBGL42782-19	FR839552
Hyles euphorbiae	GBGL42783-19	FR839553
Hyles euphorbiae	GBGL42786-19	FR839556
Hyles euphorbiae	GBGL42787-19	FR839557
Hyles euphorbiae	GBGL42788-19	FR839558
Hyles euphorbiae	GBGL42789-19	FR839559
Hyles euphorbiae	GBGL42790-19	FR839560
Hyles euphorbiae	GBGL42791-19	FR839561
Hyles euphorbiae	GBGL42792-19	FR839562
Hyles euphorbiae	GBGL42794-19	FR839564
Hyles euphorbiae	GBGL42796-19	FR839566
Hyles euphorbiae	GBGL42802-19	FR839594
Hyles euphorbiae	GBGL42803-19	FR839593
Hyles euphorbiae	GBGL42804-19	FR839595
Hyles euphorbiae	GBGL42805-19	FR839585
Hyles euphorbiae	GBGL42806-19	FR839586
Hyles euphorbiae	GBGL42759-19	FR839528
Hyles euphorbiae	GBGL42813-19	FR839596
Hyles euphorbiae	GBGL42814-19	FR839597
Hyles euphorbiae	GBGL42815-19	AJ749522
Hyles euphorbiae	GBGL42816-19	AJ749495
Hyles euphorbiae	GBGL42817-19	AJ749496
Hyles euphorbiae	GBGL42818-19	AJ749497
Hyles euphorbiae	GBGL42819-19	FN386599
Hyles euphorbiae	GBGL42820-19	FN386600
Hyles euphorbiae	GBGL42822-19	AJ749489
Hyles euphorbiae	GBGL42823-19	AJ749520
Hyles euphorbiae	GBGL42824-19	AJ749491
Hyles euphorbiae	GBGL42825-19	AJ749519
Hyles euphorbiae	GBGL42826-19	AJ749490
Hyles euphorbiae	GBGL42827-19	AJ749500
Hyles euphorbiae	GBGL42828-19	AJ749498
Hyles euphorbiae	GBGL42829-19	AJ749499
Hyles euphorbiae	GBGL42830-19	AJ749521
Hyles euphorbiae	GBGL42831-19	AJ749546
Hyles euphorbiae	GBGL42832-19	AJ749544
Hyles euphorbiae	GBGL42833-19	AJ749493
Hyles euphorbiae	GBGL42834-19	AJ749539
Hyles euphorbiae	GBGL42835-19	AJ749541
Hyles euphorbiae	GBGL42836-19	AJ749542
Hyles euphorbiae	GBGL42838-19	AJ749548
Hyles euphorbiae	GBGL42839-19	AJ749492
Hyles euphorbiae	GBGL42841-19	AJ749540
Hyles euphorbiae	GBGL42842-19	FR839584
Hyles euphorbiae	GBGL42844-19	AJ749543
Hyles euphorbiae	GBGL42845-19	AJ749545
Hyles euphorbiae	GBGL42846-19	FR839582
Hyles euphorbiae	GBGL42848-19	AJ749525
Hyles euphorbiae	GBGL42860-19	AJ749555
Hyles euphorbiae	GBGL42861-19	AJ749526
Hyles euphorbiae	GBGL42862-19	AJ749533
Hyles euphorbiae	GBGL42863-19	AJ749549
Hyles euphorbiae	GBGL42866-19	AJ749557
Hyles euphorbiae	GBGL42867-19	AJ749558
Hyles euphorbiae	GBGL42868-19	AJ749567
Hyles euphorbiae	GBGL42870-19	AJ749576
Hyles euphorbiae	GBGL42871-19	AJ749532
Hyles euphorbiae	GBGL42876-19	AJ749562
Hyles euphorbiae	GBGL42877-19	AJ749574
Hyles euphorbiae	GBGL42878-19	AJ749575
Hyles euphorbiae	GBGL42880-19	AJ749524
Hyles euphorbiae	GBGL42881-19	AJ749531
Hyles euphorbiae	GBGL42883-19	AJ749560
Hyles euphorbiae	GBGL42849-19	AJ749527
Hyles euphorbiae	GBGL42850-19	AJ749552
Hyles euphorbiae	GBGL42851-19	AJ749553
Hyles euphorbiae	GBGL42852-19	AJ749565
Hyles euphorbiae	GBGL42853-19	AJ749528
Hyles euphorbiae	GBGL42854-19	AJ749534
Hyles euphorbiae	GBGL42855-19	AJ749556
Hyles euphorbiae	GBGL42856-19	AJ749537
Hyles euphorbiae	GBGL42859-19	AJ749554
Hyles euphorbiae	GBGL42872-19	AJ749559
Hyles euphorbiae	GBGL42873-19	AJ749564
Hyles euphorbiae	GBGL42874-19	AJ749566
Hyles euphorbiae	GBGL42888-19	AJ749529
Hyles euphorbiae	GBGL42889-19	AJ749486
Hyles euphorbiae	GBGL42890-19	AJ749488
Hyles euphorbiae	GBGL42891-19	AJ749530
Hyles euphorbiae	GBGL42893-19	AJ749568
Hyles euphorbiae	GBGL42894-19	AJ749573
Hyles euphorbiae	GBGL42973-19	AJ749467
Hyles euphorbiae	GBGL42974-19	AJ749506
Hyles euphorbiae	GBGL42975-19	AJ749507
Hyles euphorbiae	GBGL42976-19	AJ749468
Hyles euphorbiae	GBGL42977-19	AJ749469
Hyles euphorbiae	GBGL42978-19	FN386563
Hyles euphorbiae	GBGL43023-19	FR839575
Hyles euphorbiae	GBGL43024-19	FR839572
Hyles euphorbiae	GBGL43025-19	FR839573
Hyles euphorbiae	GBGL43026-19	FR839574
Hyles euphorbiae	GBGL43040-19	FR839601
Hyles euphorbiae	GBGL43042-19	FR839603
Hyles euphorbiae	GBGL43043-19	FR839604
Hyles euphorbiae	GBGL43028-19	AJ749503
Hyles euphorbiae	GBGL43030-19	AJ749460
Hyles euphorbiae	GBGL43031-19	AJ749461
Hyles euphorbiae	GBGL43032-19	AJ749505
Hyles euphorbiae	GBGL43033-19	AJ749462
Hyles euphorbiae	GBGL43035-19	FN386586
Hyles euphorbiae	GBGL43038-19	FR839599
Hyles euphorbiae	GBGL43039-19	FR839600
Hyles euphorbiae	GBGL43045-19	FR839606
Hyles euphorbiae	GBGL43048-19	FR839609
Hyles euphorbiae	GBGL43051-19	FR839612
Hyles euphorbiae	GBGL43052-19	FR839613
Hyles euphorbiae	GBGL43053-19	FR839614
Hyles euphorbiae	GBGL43071-19	FN386602
Hyles euphorbiae	GBGL43072-19	FN386603
Hyles euphorbiae	GBGL43073-19	FN386604
Hyles euphorbiae	GBGL43074-19	FR839579
Hyles euphorbiae	GBGL43076-19	FR839581
Hyles euphorbiae	GBLAA1276-15	NA
Hyles euphorbiae	GBLAD270-14	NA
Hyles euphorbiae	GRAFW2432-13	MZ608043
Hyles euphorbiae	GWOSK858-11	JN280907
Hyles euphorbiae	GWOTK286-12	KX044995
Hyles euphorbiae	LEASW213-19	NA
Hyles euphorbiae	LEFIL146-10	JF854495
Hyles euphorbiae	LTOL356-07	NA
Hyles euphorbiae	PHMO453-03	GU094590
Hyles euphorbiae	SOWC670-06	NA
Hyles euphorbiae	SOWC671-06	NA
Hyles euphorbiae	SOWC682-06	NA
Hyles euphorbiae	SOWC686-06	NA
Hyles euphorbiae	SOWC687-06	NA
Hyles euphorbiae	SOWC703-06	NA
Hyles euphorbiae	SOWC709-06	NA
Hyles euphorbiae	SOWC711-06	NA
Hyles euphorbiae	SOWC744-06	NA
Hyles euphorbiae	SOWC745-06	JN678062
Hyles euphorbiae	SPBIS143-09	NA
Hyles euphorbiae	SPHYE023-08	NA
Hyles euphorbiae	SPHYE024-08	NA
Hyles euphorbiae	SPHYE025-08	NA
Hyles euphorbiae	SPTMA228-07	JN678063
Hyles euphorbiae	SPUEB449-07	NA
Hyles euphorbiae	SOWC710-06	JN678052
Hyles euphorbiae	GWORA2552-09	HM393246
Hyles euphorbiae	LEFIL145-10	JF854494
Hyles euphorbiae	SOWC707-06	NA
Hyles euphorbiae	GBGL43027-19	AJ749459
Hyles euphorbiae	GBGL42595-19	FR839547
Hyles euphorbiae	GBGL43029-19	AJ749504
Hyles euphorbiae	GBGL42670-19	FR839432
Hyles euphorbiae	GBGL42662-19	FR839424
Hyles euphorbiae	GBGL42651-19	FR839413
Hyles euphorbiae	GBGL42666-19	FR839428
Hyles euphorbiae	GBGL42614-19	FR839376
Hyles euphorbiae	GBGL42627-19	FR839389
Hyles euphorbiae	GBGL42751-19	FR839519
Hyles euphorbiae	GBGL42620-19	FR839382
Hyles euphorbiae	GBGL42622-19	FR839384
Hyles euphorbiae	GBGL42624-19	FR839386
Hyles euphorbiae	GBGL42626-19	FR839388
Hyles euphorbiae	GBGL42623-19	FR839385
Hyles euphorbiae	GBGL42625-19	FR839387
Hyles euphorbiae	GBGL42672-19	FR839434
Hyles euphorbiae	GBGL42656-19	FR839418
Hyles euphorbiae	GBGL42633-19	FR839395
Hyles euphorbiae	GBGL42635-19	FR839397
Hyles euphorbiae	GBGL42761-19	FR839530
Hyles euphorbiae	GBGL42779-19	FR839549
Hyles euphorbiae	GBGL42700-19	FR839464
Hyles euphorbiae	GBGL42729-19	FR839496
Hyles euphorbiae	GBGL42733-19	FR839500
Hyles euphorbiae	GBGL42639-19	FR839401
Hyles euphorbiae	GBGL42644-19	FR839406
Hyles euphorbiae	GBGL42647-19	FR839409
Hyles euphorbiae	GBGL42648-19	FR839410
Hyles euphorbiae	GBGL42649-19	FR839411
Hyles euphorbiae	GBGL42650-19	FR839412
Hyles euphorbiae	GBGL42690-19	FR839452
Hyles euphorbiae	GBGL42764-19	FR839533
Hyles euphorbiae	GBGL42785-19	FR839555
Hyles euphorbiae	GBGL42795-19	FR839565
Hyles euphorbiae	GBGL42797-19	FR839567
Hyles euphorbiae	GBGL42799-19	AJ749464
Hyles euphorbiae	GBGL42800-19	AJ749465
Hyles euphorbiae	GBGL42801-19	AJ749466
Hyles euphorbiae	GBGL43034-19	AJ749463
Hyles euphorbiae	GBGL43046-19	FR839607
Hyles euphorbiae	GBGL43047-19	FR839608
Hyles euphorbiae	GBGL43049-19	FR839610
Hyles euphorbiae	GBGL42642-19	FR839404
Hyles euphorbiae	GBGL42784-19	FR839554
Hyles euphorbiae	GBGL42673-19	FR839435
Hyles euphorbiae	GBGL42663-19	FR839425
Hyles euphorbiae	GBGL42660-19	FR839422
Hyles euphorbiae	GBGL42724-19	FR839490
Hyles euphorbiae	GBGL42726-19	FR839492
Hyles euphorbiae	GBGL42728-19	FR839494
Hyles euphorbiae	GBGL42693-19	FR839455
Hyles euphorbiae	GBGL42694-19	FR839456
Hyles euphorbiae	GBGL42696-19	FR839458
Hyles euphorbiae	GBGL42701-19	FR839465
Hyles euphorbiae	GBGL42704-19	FR839468
Hyles euphorbiae	GBGL42705-19	FR839470
Hyles euphorbiae	GBGL42708-19	FR839473
Hyles euphorbiae	GBGL42709-19	FR839474
Hyles euphorbiae	GBGL42714-19	FR839479
Hyles euphorbiae	GBGL42716-19	FR839481
Hyles euphorbiae	GBGL42718-19	FR839483
Hyles euphorbiae	GBGL42723-19	FR839488
Hyles euphorbiae	GBGL42736-19	FR839504
Hyles euphorbiae	GBGL42744-19	FR839512
Hyles euphorbiae	GBGL42745-19	FR839513
Hyles euphorbiae	GBGL42739-19	FR839507
Hyles euphorbiae	GBGL42742-19	FR839510
Hyles euphorbiae	GBGL42746-19	FR839514
Hyles euphorbiae	GBGL42748-19	FR839516
Hyles euphorbiae	GBGL42730-19	FR839497
Hyles euphorbiae	GBGL42753-19	FR839521
Hyles euphorbiae	GBGL42711-19	FR839476
Hyles euphorbiae	GBGL42712-19	FR839477
Hyles euphorbiae	GBGL42722-19	FR839487
Hyles euphorbiae	GBGL42843-19	AJ749494
Hyles euphorbiae	GBGL42763-19	FR839532
Hyles euphorbiae	GBGL42732-19	FR839499
Hyles euphorbiae	GBGL42734-19	FR839502
Hyles euphorbiae	GBGL42738-19	FR839506
Hyles euphorbiae	GBGL42741-19	FR839509
Hyles euphorbiae	GBGL42743-19	FR839511
Hyles euphorbiae	GBGL42750-19	FR839518
Hyles euphorbiae	GBGL42754-19	FR839522
Hyles euphorbiae	GBGL42755-19	FR839523
Hyles euphorbiae	GBGL42776-19	FR839545
Hyles euphorbiae	GBGL42793-19	FR839563
Hyles euphorbiae	GBGL42807-19	FR839587
Hyles euphorbiae	GBGL42808-19	FR839588
Hyles euphorbiae	GBGL42809-19	FR839589
Hyles euphorbiae	GBGL42810-19	FR839590
Hyles euphorbiae	GBGL42811-19	FR839591
Hyles euphorbiae	GBGL42812-19	FR839592
Hyles euphorbiae	GBGL43068-19	FR839576
Hyles euphorbiae	GBGL43069-19	FR839577
Hyles euphorbiae	GBGL43070-19	FR839578
Hyles euphorbiae	GBGL43075-19	FR839580
Hyles euphorbiae	GBGL42821-19	FN386601
Hyles euphorbiae	GBGL42847-19	FR839583
Hyles euphorbiae	GBGL42837-19	AJ749547
Hyles euphorbiae	GBGL42840-19	AJ749538
Hyles euphorbiae	GBGL42879-19	AJ749487
Hyles euphorbiae	GBGL42864-19	AJ749550
Hyles euphorbiae	GBGL42865-19	AJ749551
Hyles euphorbiae	GBGL42869-19	AJ749572
Hyles euphorbiae	GBGL42875-19	AJ749535
Hyles euphorbiae	GBGL42882-19	AJ749536
Hyles euphorbiae	GBGL42884-19	AJ749561
Hyles euphorbiae	GBGL42885-19	AJ749570
Hyles euphorbiae	GBGL42886-19	AJ749577
Hyles euphorbiae	GBGL42887-19	AJ749578
Hyles euphorbiae	GBGL42857-19	AJ749569
Hyles euphorbiae	GBGL42858-19	AJ749571
Hyles euphorbiae	GBGL42892-19	AJ749563
Hyles euphorbiae	GBGL43041-19	FR839602
Hyles euphorbiae	GBGL43050-19	FR839611
Hyles euphorbiae	GBGL43036-19	FN386587
Hyles euphorbiae	GBGL43037-19	FR839598
Hyles euphorbiae	GBGL43044-19	FR839605
Hyles euphorbiae	GBGL43054-19	FR839615
Hyles euphorbiae	GBLAF279-14	NA
Hyles euphorbiae	GWOSH770-10	JF851660
Hyles euphorbiae	GWOSH771-10	JF851661
Hyles euphorbiae	GWOTK287-12	KX046199
Hyles euphorbiae	LEATC172-13	NA
Hyles euphorbiae	LEATC173-13	NA
Hyles euphorbiae	LEATC592-13	NA
Hyles euphorbiae	LTOL352-07	NA
Hyles euphorbiae	SOWC701-06	JN678054
Hyles euphorbiae	SOWC702-06	NA
Hyles euphorbiae	SOWC706-06	NA
Hyles euphorbiae	SOWC708-06	NA
Hyles euphorbiae	SOWC724-06	NA
Hyles euphorbiae	SOWE593-07	NA
Hyles euphorbiae	LEATC591-13	NA
Hyles euphorbiae	SOWC680-06	NA
Hyles euphorbiae	SOWC683-06	NA
Hyles euphorbiae	SOWC684-06	JN678067
Hyles euphorbiae	SOWC725-06	JN678064
Hyles euphorbiae	SPUEB454-07	KX044729
Hyles euphorbiae	SPUEB455-07	KX045181
Hyles euphorbiae	SPUEB466-07	NA
Hyles euphorbiae	SPUEB467-07	NA
Hyles euphorbiae	SPUEB563-07	NA
Hyles euphorbiae	SPUEB564-07	NA
Hyles euphorbiae	SOWC672-06	NA
Hyles euphorbiae	SOWC742-06	NA
Hyles euphorbiae	SOWC688-06	NA
Hyles tithymali	NA	JN678052.1
Hyles tithymali	NA	JN678067.1
Hyles tithymali	NA	KX045404.1
Ischnura damula	INRMA968-12	NA
Ischnura damula	GBMNB342-20	MK818655
Ischnura damula	INRMA945-12	NA
Ischnura damula	INRMA946-12	NA
Ischnura damula	INRMA948-12	NA
Ischnura damula	INRMA949-12	NA
Ischnura damula	INRMA969-12	NA
Ischnura damula	INRMA970-12	NA
Ischnura damula	INRMA947-12	NA
Ischnura damula	INRMA971-12	NA
Ischnura damula	INRMA972-12	NA
Ischnura demorsa	GBMNB343-20	MK818656
Ischnura denticollis	MXOND035-07	NA
Ischnura denticollis	INRMA954-12	NA
Ischnura denticollis	INRMA950-12	NA
Ischnura denticollis	INRMA951-12	NA
Ischnura denticollis	INRMA952-12	NA
Ischnura elegans	GBMHO3835-19	NC_031824
Ischnura elegans	ODOPL004-18	MW490409
Ischnura elegans	AODON054-20	NA
Ischnura elegans	AODON771-20	NA
Ischnura elegans	AODON794-20	NA
Ischnura elegans	AODON797-20	NA
Ischnura elegans	GBA8517-12	HQ834803
Ischnura elegans	ANBIO195-19	NA
Ischnura elegans	ANBIO150-19	NA
Ischnura elegans	ANBIO203-19	NA
Ischnura elegans	AODON456-20	NA
Ischnura elegans	AODON784-20	NA
Ischnura elegans	AODON792-20	NA
Ischnura elegans	AODON798-20	NA
Ischnura elegans	FBAQU1611-13	MW490486
Ischnura elegans	FBAQU172-09	HM376192
Ischnura elegans	FBAQU494-10	HQ563104
Ischnura elegans	FBAQU495-10	HM901865
Ischnura elegans	FBAQU535-10	HM901891
Ischnura elegans	FBAQU536-10	HM901892
Ischnura elegans	GBEPT940-14	MW490420
Ischnura elegans	GBMH7973-10	GQ256032
Ischnura elegans	GBMH7974-10	GQ256031
Ischnura elegans	GBMH7975-10	GQ256030
Ischnura elegans	GBMHO1617-19	KX399383
Ischnura elegans	GBMHO1821-19	KY127437
Ischnura elegans	GBMHO3410-19	MF458738
Ischnura elegans	GBMHO3834-19	MG517559
Ischnura elegans	GBMHO504-14	KF257118
Ischnura elegans	GBMIN24467-13	AB708505
Ischnura elegans	GBMIN88601-17	KY127434
Ischnura elegans	GBMIN88602-17	KY127433
Ischnura elegans	GBMIN88603-17	KY127432
Ischnura elegans	GBMIN88604-17	KY127438
Ischnura elegans	GBMIN88605-17	KY127440
Ischnura elegans	GBMIN88606-17	KY127439
Ischnura elegans	GBMNA38097-19	MH449982
Ischnura elegans	GBMNA38108-19	MH449993
Ischnura elegans	GBMNB332-20	MK818645
Ischnura elegans	GBMNC60731-20	MT680722
Ischnura elegans	GBMND4311-21	MW509064
Ischnura elegans	GBMND4313-21	MW509066
Ischnura elegans	GBMND4314-21	MW509065
Ischnura elegans	GBMND4316-21	MW509062
Ischnura elegans	GBODO021-18	MW490413
Ischnura elegans	GBODO061-18	MW490215
Ischnura elegans	GBODO063-18	MW490567
Ischnura elegans	GBODO131-18	MW490434
Ischnura elegans	GBUPS191-14	MW490382
Ischnura elegans	GBUPS193-14	MW490501
Ischnura elegans	GBUPS194-14	MW490414
Ischnura elegans	GBUPS195-14	MW490113
Ischnura elegans	GBUPS197-14	MW490214
Ischnura elegans	GBUPS201-14	MW490402
Ischnura elegans	GBUPS202-14	MW490337
Ischnura elegans	GBUPS205-14	MW490456
Ischnura elegans	GBUPS206-14	MW490138
Ischnura elegans	LEFIJ5910-17	MZ657323
Ischnura elegans	MAODO254-11	NA
Ischnura elegans	MAODO255-11	NA
Ischnura elegans	ODOPL013-18	MT216298
Ischnura elegans	ODOPL014-18	MT216296
Ischnura elegans	ODOPL015-18	MT216288
Ischnura elegans	ODOPL026-19	MT216289
Ischnura elegans	ODOPL027-19	MT216294
Ischnura elegans	ODOPL028-19	MT216287
Ischnura elegans	ODOPL048-19	MT216292
Ischnura elegans	ODOPL049-19	MT216300
Ischnura elegans	ODOPL059-19	MT216297
Ischnura elegans	ODOPL061-19	MT216293
Ischnura elegans	ODOPL087-19	MT216299
Ischnura elegans	ODOPL088-19	MT216286
Ischnura elegans	ODOPL089-19	MT216295
Ischnura elegans	XJDQD082-18	NA
Ischnura elegans	XJDQD083-18	NA
Ischnura elegans	ZPLOD431-20	MT298466
Ischnura elegans	AODON017-20	NA
Ischnura elegans	AODON793-20	NA
Ischnura elegans	GBMND63120-21	MW208395
Ischnura elegans	GBEPT890-14	MW490135
Ischnura elegans	GBEPT891-14	MW490468
Ischnura elegans	GBEPT938-14	MW490412
Ischnura elegans	GBEPT943-14	MW490310
Ischnura elegans	GODO016-18	MW490302
Ischnura elegans	PLSW013-20	MW490314
Ischnura elegans	PLSW014-20	MW490371
Ischnura elegans	PLSW018-20	MW490463
Ischnura elegans	ZPLOD438-20	MT298467
Ischnura elegans	ZPLOD826-20	MT298464
Ischnura elegans	GBODO084-18	MW490459
Ischnura elegans	ODOPH118-13	KF369415
Ischnura elegans	ZPLOD430-20	MT298465
Ischnura elegans	GBMNA11015-19	KU958378
Ischnura elegans	GBMIN24951-13	AB708506
Ischnura elegans	GBMIN24952-13	AB708504
Ischnura elegans	GBMNC60732-20	MT680721
Ischnura elegans	GBMNC60733-20	MT680720
Ischnura elegans	GBMND4312-21	MW509063
Ischnura elegans	TRDOD027-14	MW490169
Ischnura elegans	TRDOD088-14	MW490515
Ischnura elegans	TRDOD089-14	MW490445
Ischnura elegans	TRDOD090-14	MW490415
Ischnura elegans	ODOPL016-18	MT216290
Ischnura elegans	ODOPL060-19	MT216291
Ischnura elegans	XJDQD084-18	NA
Ischnura elegans	XJDQD090-18	NA
Ischnura elegans	XJDQD091-18	NA
Ischnura elegans	ZPLOD444-20	MT298468
Ischnura elegans	ZPLOD447-20	MT298469
Ischnura gemina	GBMNB339-20	MK818652
Ischnura graellsii	GBA8518-12	HQ834804
Ischnura graellsii	GBMNB334-20	MK818647
Ischnura graellsii	GBMHO170-13	KC912319
Ischnura graellsii	GBMHO171-13	KC912318
Ischnura graellsii	GBMHO173-13	KC912316
Ischnura graellsii	GBMHO172-13	KC912317
Ischnura graellsii	GBMHO174-13	KC912315
Ischnura graellsii	GBMNC60728-20	MT680725
Ischnura graellsii	GBMNC60729-20	MT680724
Ischnura graellsii	GBMNC60730-20	MT680723
Limenitis arthemis arthemis	GBMIN40016-13	EU098169
Limenitis arthemis arthemis	GBMIN40026-13	EU098170
Limenitis arthemis arthemis	GBGL22999-19	EU121892
Limenitis arthemis arthemis	GBMIN40015-13	EU098171
Limenitis arthemis arthemis	BBLPE644-10	HM416176
Limenitis arthemis arthemis	LTOL922-08	NA
Limenitis arthemis arthemis	XAB522-04	GU094022
Limenitis arthemis arthemis	MNAC856-07	NA
Limenitis arthemis arthemis	RDLQB149-05	NA
Limenitis arthemis arthemis	MNAC855-07	NA
Limenitis arthemis arthemis	DIMC091-09	GU013618
Limenitis arthemis arthemis	LPAB191-08	KM539740
Limenitis arthemis arthemis	RDLQB148-05	NA
Limenitis arthemis arthemis	XAK464-06	MG357960
Limenitis arthemis arthemis	GBMIN40023-13	EU098186
Limenitis arthemis arthemis	LCH492-04	GU096964
Limenitis arthemis arthemis	RDLQB147-05	NA
Limenitis arthemis arthemis	XAB584-04	GU094021
Limenitis arthemis arthemis	CNCBF874-14	NA
Limenitis arthemis arthemis	CNLMN297-14	KR453203
Limenitis arthemis arthemis	GBLN0624-06	DQ205121
Limenitis arthemis arthemis	LCH494-04	GU096965
Limenitis arthemis arthemis	LPSOC447-08	KT131708
Limenitis arthemis arthemis	CNCBF873-14	NA
Limenitis arthemis arthemis	BBLPE646-10	HM416178
Limenitis arthemis astyanax	LGSMD626-05	NA
Limenitis arthemis astyanax	LGSMD627-05	NA
Limenitis arthemis astyanax	GBGL23000-19	EU098162
Limenitis arthemis astyanax	BBLWU267-09	HM428643
Limenitis arthemis astyanax	BBLWU282-09	HM428657
Limenitis arthemis astyanax	GBMIN40010-13	EU098185
Limenitis arthemis astyanax	GBMIN40027-13	EU098166
Limenitis arthemis astyanax	LGSMD625-05	NA
Limenitis arthemis astyanax	PHMO111-03	KT145329
Limenitis arthemis astyanax	LGSMD624-05	NA
Limenitis arthemis astyanax	GBMIN40017-13	EU098167
Limenitis arthemis astyanax	GBLN0610-06	DQ205107
Limenitis arthemis astyanax	GBLN0634-06	DQ205131
Limenitis arthemis astyanax	GBLN0633-06	DQ205130
Limenitis arthemis astyanax	LGSMC951-05	GU088945
Limenitis arthemis astyanax	GBLN0615-06	DQ205112
Limenitis arthemis astyanax	AHLEP653-12	NA
Melipona quadrifasciata quadrifasciata	GBHAP524-14	KC853340
Operophtera bruceata	GBMNC52057-20	MT641303
Operophtera bruceata	GBMIN80863-17	KX591003
Operophtera bruceata	PDOWM379-13	JQ615997
Operophtera bruceata	XAB723-04	GU094180
Operophtera bruceata	XAB530-04	GU094170
Operophtera bruceata	SMTPS989-16	MG360614
Operophtera bruceata	GBMNC52047-20	MT641313
Operophtera bruceata	GBMNC52059-20	MT641301
Operophtera bruceata	PDOWM014-13	JQ616401
Operophtera bruceata	AGAKC651-17	MG357649
Operophtera bruceata	GWNW086-07	HQ648997
Operophtera bruceata	XAB537-04	GU094165
Operophtera bruceata	GBMNC52058-20	MT641302
Operophtera bruceata	PDOWM258-13	JQ615978
Operophtera bruceata	GBMNC52076-20	MT641284
Operophtera bruceata	LOWC538-05	NA
Operophtera bruceata	XAB753-04	GU094143
Operophtera bruceata	GBMNC52084-20	MT641276
Operophtera bruceata	PDOWM058-13	JQ616099
Operophtera bruceata	GBMNC52052-20	MT641308
Operophtera bruceata	EHL882-12	NA
Operophtera bruceata	GBMNC52080-20	MT641280
Operophtera bruceata	GBMNC52051-20	MT641309
Operophtera bruceata	GBMNC52048-20	MT641312
Operophtera bruceata	PDOWM381-13	JQ616058
Operophtera bruceata	PDOWM002-13	JQ616059
Operophtera bruceata	PDOWM217-13	JQ616032
Operophtera bruceata	PDOWM057-13	JQ615986
Operophtera bruceata	GBMNC52049-20	MT641311
Operophtera bruceata	PDOWM333-13	JQ616045
Operophtera bruceata	GBMNC52083-20	MT641277
Operophtera bruceata	PDOWM321-13	JQ616109
Operophtera bruceata	PDOWM203-13	JQ616105
Operophtera bruceata	PDOWM011-13	JQ616150
Operophtera bruceata	LOWC542-05	NA
Operophtera bruceata	PDOWM344-13	JQ616010
Operophtera bruceata	GBIOC1203-19	NA
Operophtera bruceata	LOWC539-05	KT142623
Operophtera bruceata	PDOWM335-13	JQ615982
Operophtera bruceata	PDOWM030-13	JQ616027
Operophtera bruceata	XAB761-04	GU094149
Operophtera bruceata	XAB719-04	GU094176
Operophtera bruceata	GBMIN21627-13	JQ616487
Operophtera bruceata	PDOWM056-13	JQ616119
Operophtera bruceata	XAB787-05	GU094162
Operophtera bruceata	XAB763-04	GU094154
Operophtera bruceata	GWNR597-07	HQ649001
Operophtera bruceata	PDOWM355-13	JQ616107
Operophtera bruceata	GBMNC52081-20	MT641279
Operophtera bruceata	PDOWM430-13	JQ616151
Operophtera bruceata	PDOWM064-13	JQ616016
Operophtera bruceata	PDOWM319-13	JQ616133
Operophtera bruceata	PDOWM236-13	JQ615991
Operophtera bruceata	PDOWM256-13	JQ616040
Operophtera bruceata	GBMNC52061-20	MT641299
Operophtera bruceata	PDOWM354-13	JQ616044
Operophtera bruceata	GBMNC52088-20	MT641272
Operophtera bruceata	GBMNC52056-20	MT641304
Operophtera bruceata	GBMNC52043-20	MT641317
Operophtera bruceata	GBMNC52075-20	MT641285
Operophtera bruceata	PDOWM368-13	JQ615992
Operophtera bruceata	PDOWM330-13	JQ616021
Operophtera bruceata	XAB757-04	GU094141
Operophtera bruceata	GBMNC52078-20	MT641282
Operophtera bruceata	PDOWM250-13	JQ615974
Operophtera bruceata	PDOWM315-13	JQ615976
Operophtera bruceata	GBMNC52082-20	MT641278
Operophtera bruceata	PDOWM375-13	JQ616081
Operophtera bruceata	GBMNC52060-20	MT641300
Operophtera bruceata	OPPWC1513-17	NA
Operophtera bruceata	GBMNC52089-20	MT641271
Operophtera bruceata	XAB746-04	GU094138
Operophtera bruceata	GBMNC52050-20	MT641310
Operophtera bruceata	PDOWM421-13	JQ615975
Operophtera bruceata	GWNR600-07	NA
